gene,chrom,pstart,pend,strand,mean5mC,n_cpg
Svep1,NC_086023.1,77781292,77785292,-,0.343324491305957,114
Musk,NC_086023.1,77851560,77855560,+,0.801137247474748,60
4930522L14Rikl,NC_086023.1,77884652,77888652,-,0.863919724517906,49
Lpar1,NC_086023.1,78145071,78149071,-,0.805118130990415,38
Or2k2,NC_086023.1,78376681,78380681,-,0.764296753705011,28
Ecpas,NC_086023.1,78507077,78511077,-,0.0820887706662302,193
Zfp483,NC_086023.1,78556213,78560213,+,0.30468277014482,92
Ptgr1,NC_086023.1,78595671,78599671,-,0.259778367938194,83
Dnajc25,NC_086023.1,78618608,78622608,+,0.16887378435518,122
Gng10,NC_086023.1,78649167,78653167,+,0.342192540620384,122
Shoc1,NC_086023.1,78749658,78753658,-,0.865175444839857,66
Ugcg,NC_086023.1,78826006,78830006,+,0.163308483530143,178
Susd1,NC_086023.1,79074121,79078121,-,0.898000687103594,51
Ptbp3,NC_086023.1,79192533,79196533,-,0.0785991726990693,212
Hsdl2,NC_086023.1,79236881,79240881,+,0.165751636707663,98
Kiaa1958,NC_086023.1,79284708,79288708,+,0.166136990595611,167
Inip,NC_086023.1,79455552,79459552,-,0.169316361474435,110
Snx30,NC_086023.1,79476804,79480804,+,0.228692039381153,135
Slc46a2,NC_086023.1,79601074,79605074,-,0.88866313160987,89
Obp3,NC_086023.1,79638810,79642810,-,0.748694252873563,46
Zfp37,NC_086023.1,79657654,79661654,-,0.880482198077727,56
Mup4l4,NC_086023.1,79705807,79709807,-,0.804774316939891,47
LOC134479066,NC_086023.1,79753008,79757008,-,0.731267641681901,35
Mup4,NC_086023.1,79757496,79761496,-,0.765872759315207,49
Mup18,NC_086023.1,79859088,79863088,-,0.865435898617512,53
Mup5,NC_086023.1,79997893,80001893,-,0.817110297131148,46
LOC134478986,NC_086023.1,80017696,80021696,-,0.78423818011257,44
LOC134478903,NC_086023.1,80197934,80201934,-,0.773985789197693,49
LOC134478991,NC_086023.1,80198660,80202660,-,0.762696056149733,39
Mup4l1,NC_086023.1,80224566,80228566,-,0.77853299086758,38
Mup4l3,NC_086023.1,80316373,80320373,-,0.840316735415439,45
LOC134478994,NC_086023.1,80494173,80498173,-,0.667965043816943,25
LOC120102889,NC_086023.1,80579793,80583793,-,0.799503422982885,46
Zfp37,NC_086023.1,80654064,80658064,-,0.443655193661972,68
3110040M04Rikl2,NC_086023.1,80678128,80682128,-,0.86449518367347,35
Slc31a2,NC_086023.1,80751589,80755589,+,0.358535939721354,99
Fkbp15,NC_086023.1,80828622,80832622,-,0.181775689098585,99
Slc31a1,NC_086023.1,80828574,80832574,+,0.181775689098585,99
Cdc26,NC_086023.1,80873326,80877326,-,0.190153633619689,102
Prpf4,NC_086023.1,80873511,80877511,+,0.192768651529194,102
Rnf183,NC_086023.1,80912037,80916037,-,0.820483777937996,40
Wdr31,NC_086023.1,80931022,80935022,-,0.345319438956934,59
Bspry,NC_086023.1,80940974,80944974,+,0.273141981898352,103
Hdhd3,NC_086023.1,80968345,80972345,-,0.333127584059776,65
Alad,NC_086023.1,80985901,80989901,-,0.223097387418357,77
Pole3,NC_086023.1,80990742,80994742,-,0.241192093955886,101
C5h9orf43,NC_086023.1,80990995,80994995,+,0.232060619212963,100
LOC100910017,NC_086023.1,81000378,81004378,-,0.727591385331781,52
Rgs3,NC_086023.1,81035588,81039588,+,0.581643190368698,42
Zfp618,NC_086023.1,81412051,81416051,+,0.130631085665819,152
Ambp,NC_086023.1,81591938,81595938,-,0.799364807692308,48
Kif12,NC_086023.1,81618977,81622977,-,0.714842040185472,41
Col27a1,NC_086023.1,81660822,81664822,+,0.119774431005332,199
Orm1,NC_086023.1,81786509,81790509,+,0.713197404921701,51
Akna,NC_086023.1,81837936,81841936,-,0.177060489296636,110
Whrn,NC_086023.1,81931400,81935400,-,0.825060266969611,66
Atp6v1g1,NC_086023.1,81974959,81978959,+,0.152363530088157,85
Tmem268,NC_086023.1,81988314,81992314,+,0.281360601101027,122
Tex48,NC_086023.1,82047183,82051183,-,0.778811606391926,31
Tnfsf15,NC_086023.1,82169743,82173743,-,0.654893541876892,40
Tnfsf8,NC_086023.1,82290858,82294858,-,0.748163210603829,60
Tnc,NC_086023.1,82474197,82478197,-,0.311251268458917,64
Pappa,NC_086023.1,83511358,83515358,+,0.124160970429668,137
Astn2,NC_086023.1,84757439,84761439,-,0.167466652065995,178
Trim32,NC_086023.1,84018604,84022604,+,0.200346178010471,60
Tlr4,NC_086023.1,85159247,85163247,+,0.709823908730159,40
Rpl31,NC_086023.1,86096976,86100976,-,0.853043637992831,30
Brinp1,NC_086023.1,87563580,87567580,-,0.163054678247138,109
Cdk5rap2,NC_086023.1,88974005,88978005,-,0.279050763358779,69
Megf9,NC_086023.1,89118731,89122731,-,0.111364358799454,137
Rgccl1,NC_086023.1,89294899,89298899,-,0.608065750915751,56
LOC108351095,NC_086023.1,90457182,90461182,-,0.802689936608558,60
3110040M04Rikl6,NC_086023.1,90461225,90465225,-,0.823658042635659,62
3110040M04Rikl3,NC_086023.1,90465287,90469287,-,0.790796184210527,58
LOC120103077,NC_086023.1,90469343,90473343,-,0.796666666666667,30
3110040M04Rikl5,NC_086023.1,90481507,90485507,-,0.815799473684211,18
LOC134479069,NC_086023.1,90485561,90489561,-,0.872463636363636,58
LOC134479070,NC_086023.1,90489621,90493621,-,0.883974880382776,57
LOC134479071,NC_086023.1,90493679,90497679,-,0.85884880952381,59
LOC134479072,NC_086023.1,90497718,90501718,-,0.862041210710128,66
LOC134479073,NC_086023.1,90501768,90505768,-,0.868208427241548,64
3110040M04Rikl1,NC_086023.1,90509877,90513877,-,0.870049698795181,65
LOC134479074,NC_086023.1,90513939,90517939,-,0.877066992769034,65
LOC134479076,NC_086023.1,90522057,90526057,-,0.813633796940195,52
Tle1,NC_086023.1,90980118,90984118,-,0.0845507116499737,227
Zfp101l1,NC_086023.1,91915281,91919281,+,0.772309758241759,51
Rasef,NC_086023.1,92663526,92667526,-,0.209809175920514,89
2310002L09Rikl,NC_086023.1,92750417,92754417,-,0.700731751824818,18
Frmd3,NC_086023.1,92808989,92812989,+,0.342238762822506,86
Kdm4c,NC_086023.1,93144404,93148404,+,0.136058606557377,123
Dmac1,NC_086023.1,94288053,94292053,-,0.255590481607888,69
Ptprd,NC_086023.1,97413498,97417498,-,0.313086061381074,110
Ptprdl,NC_086023.1,97412616,97416616,+,0.30668854051667,107
Tyrp1,NC_086023.1,100325111,100329111,+,0.726559895833333,21
Lurap1l,NC_086023.1,100400921,100404921,+,0.788041673306773,28
Fbxl18l1,NC_086023.1,100508905,100512905,-,0.913646796657382,12
Mpdz,NC_086023.1,100964566,100968566,-,0.253447720042418,126
Nfib,NC_086023.1,102018618,102022618,-,0.112816332042856,253
Zdhhc21,NC_086023.1,102331174,102335174,-,0.241944062153163,118
Cer1,NC_086023.1,102353720,102357720,-,0.541492749371333,61
Frem1,NC_086023.1,102513464,102517464,-,0.363125680534155,53
Ttc39b,NC_086023.1,102752092,102756092,-,0.200565561797753,122
Snapc3,NC_086023.1,102861867,102865867,+,0.161176219167765,99
Psip1,NC_086023.1,102923191,102927191,-,0.153773875470862,151
Ccdc171,NC_086023.1,102963763,102967763,+,0.177186829179553,138
LOC120102904,NC_086023.1,103291880,103295880,+,0.773023625981442,28
Bnc2,NC_086023.1,104059890,104063890,-,0.811974871794872,41
Cntln,NC_086023.1,104338801,104342801,+,0.270972494704253,121
Sh3gl2,NC_086023.1,104697270,104701270,+,0.37467902257788,128
Adamtsl1,NC_086023.1,105008471,105012471,+,0.428045682752651,99
Saxo1,NC_086023.1,106137298,106141298,-,0.76940458240946,54
Rraga,NC_086023.1,106157335,106161335,+,0.170704571197411,102
Haus6,NC_086023.1,106199503,106203503,-,0.69621158714703,34
Plin2,NC_086023.1,106256748,106260748,-,0.720698834818369,64
Dennd4c,NC_086023.1,106314942,106318942,+,0.22222814952499,119
Rps6,NC_086023.1,106418540,106422540,-,0.135688232739905,105
Acer2,NC_086023.1,106435773,106439773,+,0.311973755868545,107
LOC134486948,NC_086023.1,106473932,106477932,-,0.821794059405941,4
Slc24a2,NC_086023.1,106785810,106789810,-,0.32498454090689,105
Mllt3,NC_086023.1,107559352,107563352,-,0.0548988385598142,240
Focad,NC_086023.1,107608489,107612489,+,0.182908744993325,73
Hacd4,NC_086023.1,107959271,107963271,-,0.498721604414262,63
Ifnb1,NC_086023.1,108065487,108069487,-,0.794547201767305,26
Ifna4,NC_086023.1,108114010,108118010,-,0.806459193548387,25
Ifna1,NC_086023.1,108141240,108145240,+,0.322241159695818,23
Ifna1l1,NC_086023.1,108189151,108193151,-,0.727375789473684,22
Ifna5,NC_086023.1,108232314,108236314,-,0.770677443609023,13
Ifna2,NC_086023.1,108372941,108376941,-,0.704546306818182,12
LOC100909643,NC_086023.1,108389835,108393835,-,0.675139138943249,11
LOC100912314,NC_086023.1,108409017,108413017,-,0.794034626865672,39
Ifna4l2,NC_086023.1,108419608,108423608,-,0.634046992864424,25
Klhl9,NC_086023.1,108451676,108455676,-,0.143075424688562,115
LOC134479080,NC_086023.1,108485087,108489087,-,0.352307606885064,70
LOC120103158,NC_086023.1,108492288,108496288,+,0.747117088122606,29
LOC120103159,NC_086023.1,108521067,108525067,+,0.700776140808344,24
LOC120103160,NC_086023.1,108540177,108544177,+,0.735216056338028,11
LOC120103161,NC_086023.1,108555096,108559096,+,0.76301041445271,17
LOC120103162,NC_086023.1,108569170,108573170,+,0.841401466880587,46
Ifna12l,NC_086023.1,108590149,108594149,+,0.764133235294118,24
LOC120103163,NC_086023.1,108608094,108612094,+,0.755488596491228,24
LOC120103164,NC_086023.1,108623197,108627197,+,0.785969044740024,17
Ifna4l1,NC_086023.1,108638546,108642546,+,0.764051705069124,20
Ifne,NC_086023.1,108686103,108690103,-,0.82719548156956,39
C5h9orf85,NC_086023.1,108881795,108885795,-,0.758732575142161,46
Mtap,NC_086023.1,108988270,108992270,+,0.194524150513113,85
Cdkn2a,NC_086023.1,109112448,109116448,-,0.566484971098266,27
LOC134479006,NC_086023.1,109117568,109121568,-,0.0607037941273507,188
Cdkn2b,NC_086023.1,109132906,109136906,-,0.112007467119219,115
Dmrta1,NC_086023.1,109529704,109533704,+,0.350032098121086,115
Rps24,NC_086023.1,109843635,109847635,-,0.662493888888889,18
Zfp352,NC_086023.1,110060042,110064042,+,0.716833818770227,24
Zfp353,NC_086023.1,110190455,110194455,-,0.701845030782762,20
Elavl2,NC_086023.1,111200341,111204341,-,0.115262171784602,107
Izumo3,NC_086023.1,111990826,111994826,-,0.690156535771921,31
Cks1l,NC_086023.1,112097009,112101009,-,0.865856326219512,30
Hspd1l2,NC_086023.1,112245718,112249718,-,0.789746649145861,28
Tusc1,NC_086023.1,113205111,113209111,-,0.107230463576159,135
Caap1,NC_086023.1,114528047,114532047,-,0.130869801444044,106
Plaa,NC_086023.1,114574023,114578023,-,0.127615807625982,116
Ift74,NC_086023.1,114574106,114578106,+,0.121135371517028,115
Lrrc19,NC_086023.1,114621682,114625682,-,0.845515853658537,23
Tek,NC_086023.1,114720815,114724815,+,0.777826076360682,56
Eqtn,NC_086023.1,114878683,114882683,-,0.721708921438083,19
Mysm1,NC_086023.1,114979463,114983463,-,0.838300496031746,29
Jun,NC_086023.1,115010993,115014993,-,0.0730764790014302,264
Fggy,NC_086023.1,115512573,115516573,+,0.483308632640202,51
Hook1,NC_086023.1,115938199,115942199,+,0.147184360902256,102
LOC100912642,NC_086023.1,116044162,116048162,-,0.831022994652406,19
Cyp2j10,NC_086023.1,116108914,116112914,-,0.559749245939675,34
Cyp2j16,NC_086023.1,116252731,116256731,-,0.76553223915592,19
Cyp2j4,NC_086023.1,116321219,116325219,-,0.732817413127413,46
Cyp2j3,NC_086023.1,116358677,116362677,-,0.751272032828283,44
C5h1orf87,NC_086023.1,116525281,116529281,-,0.82884564417178,35
LOC134486952,NC_086023.1,116785565,116789565,+,0.890495526992288,37
Nfia,NC_086023.1,117357006,117361006,+,0.899032488381918,63
Rps18l5,NC_086023.1,118110598,118114598,+,0.871087669313405,54
Tm2d1,NC_086023.1,118175639,118179639,-,0.272079882237488,105
Patj,NC_086023.1,118175557,118179557,+,0.272079882237488,105
L1td1,NC_086023.1,118486688,118490688,+,0.886783242200064,108
Kank4,NC_086023.1,118579024,118583024,-,0.266292605363984,123
Usp1,NC_086023.1,118701056,118705056,+,0.0652904912451362,180
Dock7,NC_086023.1,118896362,118900362,-,0.153418476884104,143
Angptl3,NC_086023.1,118816494,118820494,+,0.747266325136612,32
Atg4c,NC_086023.1,118975594,118979594,+,0.841874411587206,41
Foxd3,NC_086023.1,119448532,119452532,+,0.237860225600785,303
Alg6,NC_086023.1,119518415,119522415,+,0.313027450036118,90
Itgb3bp,NC_086023.1,119638974,119642974,-,0.278906401045069,69
Efcab7,NC_086023.1,119638841,119642841,+,0.308161485642946,72
Pgm1,NC_086023.1,119708734,119712734,+,0.270030151133502,128
Ror1,NC_086023.1,119857744,119861744,+,0.299805945024505,126
Ube2u,NC_086023.1,120231749,120235749,+,0.787540631323351,59
Cachd1,NC_086023.1,120525224,120529224,+,0.111826872399445,189
Raver2,NC_086023.1,120794807,120798807,+,0.839780331491713,39
Jak1,NC_086023.1,121002207,121006207,-,0.108172276800173,124
LOC134479017,NC_086023.1,121104539,121108539,-,0.825776391752578,68
Ak4,NC_086023.1,121152565,121156565,+,0.166701582227905,177
Dnajc6,NC_086023.1,121230532,121234532,+,0.615313953488372,27
Leprot,NC_086023.1,121403170,121407170,+,0.124173699148534,91
Lepr,NC_086023.1,121407735,121411735,+,0.783076409978308,48
LOC134487080,NC_086023.1,121728207,121732207,-,0.786025327510917,20
LOC134479019,NC_086023.1,121776155,121780155,+,0.879619218585005,52
LOC134487081,NC_086023.1,121787132,121791132,-,0.772487125220459,31
Oog3l2,NC_086023.1,121835334,121839334,-,0.804183333333333,30
Pde4b,NC_086023.1,122026956,122030956,+,0.47144982028754,104
Sgip1,NC_086023.1,122753216,122757216,+,0.801341156747695,27
Dynlt5,NC_086023.1,122962568,122966568,+,0.698584588175847,82
Insl5,NC_086023.1,123014348,123018348,-,0.804201191827469,40
Dnai4,NC_086023.1,123103283,123107283,-,0.168247968030344,143
Mier1,NC_086023.1,123103114,123107114,+,0.165153450847458,143
Slc35d1,NC_086023.1,123208350,123212350,-,0.214981702070449,157
C5h1orf141,NC_086023.1,123291570,123295570,-,0.835408230088496,39
Oma1,NC_086023.1,123310038,123314038,+,0.165386538461539,77
Dab1,NC_086023.1,123619510,123623510,+,0.898627755430411,106
Prpmp5l1,NC_086023.1,124368268,124372268,-,0.57202515633571,199
C8b,NC_086023.1,124761974,124765974,+,0.426985297079557,31
C8a,NC_086023.1,124864631,124868631,-,0.592924877089479,32
Fyb2,NC_086023.1,124904005,124908005,+,0.740436331360947,60
Sumo2l1,NC_086023.1,124962225,124966225,-,0.751960599571735,48
Prkaa2,NC_086023.1,125107010,125111010,-,0.22417621047977,119
Plpp3,NC_086023.1,125154000,125158000,+,0.240094844333748,144
Rpl32l3,NC_086023.1,125872218,125876218,-,0.800000414507772,24
Usp24,NC_086023.1,126307396,126311396,+,0.141728238279362,185
Pcsk9,NC_086023.1,126460507,126464507,-,0.649679450486549,87
Bsnd,NC_086023.1,126487389,126491389,-,0.72131550351288,51
Tmem61,NC_086023.1,126503242,126507242,-,0.852861534419338,52
Dhcr24,NC_086023.1,126571366,126575366,+,0.235342205818498,167
Cimap2,NC_086023.1,126628692,126632692,-,0.75073875,60
Ttc22,NC_086023.1,126628808,126632808,+,0.7475665917603,59
Pars2,NC_086023.1,126660882,126664882,+,0.316718524590164,74
Ttc4,NC_086023.1,126689203,126693203,-,0.42119810560258,65
Mroh7,NC_086023.1,126738180,126742180,-,0.831447038081806,48
Fam151a,NC_086023.1,126741624,126745624,+,0.750504327248141,41
Acot11,NC_086023.1,126802526,126806526,-,0.812715696821516,60
Ssbp3,NC_086023.1,126918145,126922145,+,0.103406513852243,275
Mrpl37,NC_086023.1,127073000,127077000,-,0.244756086844146,92
Cyb5rl,NC_086023.1,127073034,127077034,+,0.244756086844146,92
Cdcp2,NC_086023.1,127104380,127108380,+,0.752734387579068,73
Tceanc2,NC_086023.1,127195405,127199405,-,0.866879029671211,41
Tmem59,NC_086023.1,127189320,127193320,+,0.175973793363499,117
Ldlrad1,NC_086023.1,127210581,127214581,+,0.881763954044998,47
Lrrc42,NC_086023.1,127262599,127266599,-,0.0842885503935009,143
Ift25,NC_086023.1,127262450,127266450,+,0.08757890625,144
Dio1,NC_086023.1,127317784,127321784,-,0.779514200119833,45
Yipf1,NC_086023.1,127338962,127342962,+,0.565465881300328,73
Ndc1,NC_086023.1,127382172,127386172,+,0.212670888468809,72
Glis1,NC_086023.1,127448934,127452934,+,0.181063659563608,198
Dmrtb1,NC_086023.1,127679251,127683251,-,0.884981540317716,126
Lrp8,NC_086023.1,127790236,127794236,+,0.059004611718531,219
Magoh,NC_086023.1,127866044,127870044,+,0.212546494464945,72
Czib,NC_086023.1,127873408,127877408,+,0.377813009922823,62
Cpt2,NC_086023.1,127909347,127913347,-,0.334614560728036,88
Slc1a7,NC_086023.1,127957769,127961769,+,0.827377503774534,53
Podn,NC_086023.1,128023518,128027518,-,0.313336242884251,136
Scp2,NC_086023.1,128108015,128112015,-,0.337539884601515,56
Echdc2,NC_086023.1,128142241,128146241,+,0.423567005683518,100
Zyg11a,NC_086023.1,128200462,128204462,-,0.313411799410029,131
Zyg11b,NC_086023.1,128269446,128273446,-,0.211374236052705,93
Coa7,NC_086023.1,128296084,128300084,+,0.259332189707366,77
Shisal2a,NC_086023.1,128353227,128357227,-,0.784008036064289,109
Tut4,NC_086023.1,128352975,128356975,+,0.785062309451219,112
Gpx7,NC_086023.1,128379866,128383866,-,0.145398820153061,83
LOC102554672,NC_086023.1,128445378,128449378,-,0.77723813559322,20
Prpf38a,NC_086023.1,128550865,128554865,-,0.206037095687332,97
Orc1,NC_086023.1,128550975,128554975,+,0.211313242161441,98
Cc2d1b,NC_086023.1,128579962,128583962,+,0.231071432461874,133
Zfyve9,NC_086023.1,128756394,128760394,-,0.155872434796189,155
Btf3l4,NC_086023.1,128814219,128818219,-,0.054941980474198,143
Txndc12,NC_086023.1,128813471,128817471,+,0.0661546776162467,138
Kti12,NC_086023.1,128827751,128831751,+,0.169891882584454,122
Rab3b,NC_086023.1,128857034,128861034,+,0.533636888379205,74
Nrdc,NC_086023.1,128981395,128985395,+,0.119873075663282,93
Osbpl9,NC_086023.1,129188838,129192838,-,0.16703574610245,91
Calr4,NC_086023.1,129214293,129218293,+,0.817404317055909,39
Eps15,NC_086023.1,129272487,129276487,+,0.147305914762599,133
Ttc39a,NC_086023.1,129377560,129381560,+,0.881667596034697,48
Rnf11,NC_086023.1,129469799,129473799,-,0.839326436265709,47
C5h1orf185,NC_086023.1,129522506,129526506,-,0.736494334650856,36
LOC134479085,NC_086023.1,129621464,129625464,+,0.780509508716324,41
Cdkn2c,NC_086023.1,129643564,129647564,-,0.0838608048463868,185
Faf1,NC_086023.1,129652677,129656677,+,0.133740070393935,126
Dmrta2,NC_086023.1,130032473,130036473,+,0.338884614006807,214
Elavl4,NC_086023.1,130427106,130431106,-,0.234448782451197,98
Agbl4,NC_086023.1,130481551,130485551,+,0.300091577928364,46
Bend5,NC_086023.1,131517214,131521214,+,0.206538925802879,98
Spata6,NC_086023.1,131819585,131823585,+,0.123888450029922,82
Slc5a9,NC_086023.1,131964405,131968405,-,0.766102197802198,17
Skint8,NC_086023.1,131977870,131981870,+,0.749383333333334,20
Skint1,NC_086023.1,132012881,132016881,+,0.623164408866995,15
Skint2,NC_086023.1,132105274,132109274,+,0.64801052631579,10
Skint4l1,NC_086023.1,132217693,132221693,+,0.5830104743083,12
Skint10,NC_086023.1,133046571,133050571,-,0.541734071550256,14
Trabd2b,NC_086023.1,133176014,133180014,+,0.171725354509359,165
Foxd2,NC_086023.1,133665483,133669483,-,0.22959398100616,262
Foxe3,NC_086023.1,133681266,133685266,-,0.31065337995338,168
Cmpk1,NC_086023.1,133742623,133746623,-,0.120286194102714,112
Stil,NC_086023.1,133755598,133759598,+,0.132802962515115,100
Tal1,NC_086023.1,133821093,133825093,+,0.202001238434164,173
Pdzk1ip1,NC_086023.1,133839586,133843586,+,0.7187513671875,44
Cyp4x1,NC_086023.1,133921254,133925254,-,0.289360425531915,20
Cyp4a8,NC_086023.1,133968226,133972226,-,0.553413513513514,18
Cyp4a2,NC_086023.1,134168908,134172908,-,0.56816368159204,42
Cyp4a2l1,NC_086023.1,134255826,134259826,-,0.670324119028974,43
Cyp4a3,NC_086023.1,134350268,134354268,-,0.332207036535859,27
Cyp4a1,NC_086023.1,134358096,134362096,+,0.561594975688817,36
Cyp4b1,NC_086023.1,134411635,134415635,-,0.339964238410596,15
Efcab14,NC_086023.1,134452908,134456908,+,0.250863489000386,96
Tex38,NC_086023.1,134500352,134504352,-,0.201960136157337,90
Atpaf1,NC_086023.1,134501164,134505164,+,0.216704401342783,91
Mob3c,NC_086023.1,134540929,134544929,+,0.224439426191578,82
Mknk1,NC_086023.1,134552881,134556881,+,0.227594012738853,72
Kncn,NC_086023.1,134598214,134602214,+,0.77432672919109,41
Tmem275,NC_086023.1,134611349,134615349,+,0.776994132917965,90
Dmbx1,NC_086023.1,134637781,134641781,-,0.606545890410959,54
Faah,NC_086023.1,134733396,134737396,-,0.212050963135171,124
Nsun4,NC_086023.1,134771630,134775630,-,0.87061760527651,66
Uqcrh,NC_086023.1,134788882,134792882,-,0.101696755725191,153
Lrrc41,NC_086023.1,134789256,134793256,+,0.0843339528432733,151
Rad54l,NC_086023.1,134839821,134843821,-,0.196968089990817,52
Lurap1,NC_086023.1,134863366,134867366,-,0.320452867830424,74
Pomgnt1,NC_086023.1,134868971,134872971,+,0.353456955380577,118
Tspan1,NC_086023.1,134894083,134898083,-,0.726796415981199,48
P3r3urf,NC_086023.1,134891003,134895003,+,0.842793093220339,64
Pik3r3,NC_086023.1,134934790,134938790,+,0.141211319838057,123
Mast2,NC_086023.1,135150195,135154195,-,0.182453860391327,165
Ipp,NC_086023.1,135197198,135201198,+,0.338528179551122,83
Tmem69,NC_086023.1,135245323,135249323,-,0.122136393129771,133
Gpbp1l1,NC_086023.1,135243188,135247188,+,0.177248491242878,118
Ccdc17,NC_086023.1,135286799,135290799,+,0.282097419062712,88
Nasp,NC_086023.1,135317992,135321992,-,0.179654598051157,101
Akr1a1,NC_086023.1,135365037,135369037,-,0.939543357199682,41
Prdx1,NC_086023.1,135381906,135385906,+,0.393830154320988,88
Mmachc,NC_086023.1,135407285,135411285,-,0.211979102844639,65
Ccdc163,NC_086023.1,135406981,135410981,+,0.230379215270414,67
Tesk2,NC_086023.1,135413352,135417352,+,0.84254821587868,37
Rps26l4,NC_086023.1,135474219,135478219,-,0.868676217765043,49
Toe1,NC_086023.1,135508682,135512682,-,0.319909095634096,90
Mutyh,NC_086023.1,135508666,135512666,+,0.317921755123489,89
Hpdl,NC_086023.1,135522864,135526864,-,0.213753119730186,116
Zswim5,NC_086023.1,135581356,135585356,+,0.153125435417884,215
Urod,NC_086023.1,135703380,135707380,-,0.160679581795818,137
Hectd3,NC_086023.1,135704437,135708437,+,0.168487458446661,142
LOC102555307,NC_086023.1,135714399,135718399,+,0.836024389233954,65
Eif2b3,NC_086023.1,135726764,135730764,+,0.215932108535896,69
Ptch2,NC_086023.1,135806856,135810856,+,0.354678345323741,82
Btbd19,NC_086023.1,135841679,135845679,-,0.868420202020202,95
Dynlt4,NC_086023.1,135840044,135844044,+,0.607879249313396,82
Plk3,NC_086023.1,135846900,135850900,-,0.217679719525351,145
Best4,NC_086023.1,135856774,135860774,+,0.790543543758967,44
Rps8,NC_086023.1,135867511,135871511,-,0.269989165186501,163
Kif2c,NC_086023.1,135897267,135901267,-,0.359104018311292,78
Armh1,NC_086023.1,135956653,135960653,-,0.291172734436564,91
Tmem53,NC_086023.1,135956344,135960344,+,0.284229860279441,90
Rnf220,NC_086023.1,136196017,136200017,-,0.140425320851578,164
Eri3,NC_086023.1,136250691,136254691,+,0.29248993993994,94
Dmap1,NC_086023.1,136386229,136390229,-,0.538984952120383,60
LOC134486976,NC_086023.1,136466382,136470382,-,0.711376705882353,35
Klf17,NC_086023.1,136599234,136603234,-,0.861012979989183,54
Slc6a9,NC_086023.1,136658022,136662022,+,0.164216547368421,166
Ccdc24,NC_086023.1,136695855,136699855,-,0.878732835820896,78
B4galt2,NC_086023.1,136705783,136709783,-,0.228155851528384,139
Atp6v0b,NC_086023.1,136708339,136712339,-,0.262677023083046,105
Dph2,NC_086023.1,136714828,136718828,-,0.422315860578222,88
Ipo13,NC_086023.1,136738118,136742118,-,0.162123792394656,101
Artn,NC_086023.1,136753645,136757645,-,0.668726941580756,59
St3gal3,NC_086023.1,136956081,136960081,-,0.551709283258397,110
Kdm4a,NC_086023.1,137002942,137006942,-,0.310770453934999,115
Ptprf,NC_086023.1,137107405,137111405,-,0.186940232763701,206
Hyi,NC_086023.1,137177975,137181975,+,0.242835868873329,120
Szt2,NC_086023.1,137227349,137231349,-,0.256306059727457,110
Med8,NC_086023.1,137232028,137236028,+,0.823657802659202,50
Elovl1,NC_086023.1,137244781,137248781,+,0.441273249351612,88
Cdc20,NC_086023.1,137253799,137257799,-,0.233554506802721,105
Mpl,NC_086023.1,137279540,137283540,-,0.898843144424131,66
Tie1,NC_086023.1,137303047,137307047,-,0.7414115625,54
Tmem258l2,NC_086023.1,137325147,137329147,+,0.786501100513573,61
C5h1orf210,NC_086023.1,137332142,137336142,+,0.724987291666667,68
Tmem125,NC_086023.1,137346545,137350545,+,0.779176406381192,64
Cfap57,NC_086023.1,137431472,137435472,-,0.184364499389499,100
Ebna1bp2,NC_086023.1,137431534,137435534,+,0.184364499389499,100
Or13p10,NC_086023.1,137470068,137474068,+,0.638661427280939,28
Or13p9,NC_086023.1,137488217,137492217,-,0.748761900826446,57
Or13p4,NC_086023.1,137501129,137505129,-,0.838298919152615,57
Or13p3,NC_086023.1,137519821,137523821,+,0.662385662898253,39
Or13p8b,NC_086023.1,137534123,137538123,+,0.502961374407583,30
Or13p5,NC_086023.1,137545109,137549109,+,0.65191376146789,36
Or10ak14b,NC_086023.1,137556149,137560149,-,0.603779741807349,22
Or10ak14,NC_086023.1,137596974,137600974,-,0.622501524032825,22
Or10ak11,NC_086023.1,137629517,137633517,-,0.693050839328537,26
Or10ak7b,NC_086023.1,137658292,137662292,-,0.664213302752294,21
Or10ak7f,NC_086023.1,137691719,137695719,-,0.672756395348837,25
Or10ak13,NC_086023.1,137719972,137723972,-,0.683759724349158,25
Or10ak7e,NC_086023.1,137746870,137750870,-,0.737680212282032,36
Or10ak7,NC_086023.1,137773387,137777387,-,0.703696560846561,30
Lao1,NC_086023.1,137857033,137861033,+,0.77180992414665,43
Slc2a1,NC_086023.1,138000522,138004522,+,0.16852519713919,146
Zfp691,NC_086023.1,138068269,138072269,-,0.30645513196481,62
Ermap,NC_086023.1,138086340,138090340,-,0.813505633802817,56
Svbp,NC_086023.1,138089773,138093773,+,0.296486799387443,82
Tmem269,NC_086023.1,138119078,138123078,-,0.842607233704293,37
C5h1orf50,NC_086023.1,138124973,138128973,-,0.141095058517555,151
P3h1,NC_086023.1,138125240,138129240,+,0.131849123186837,152
Cldn19,NC_086023.1,138146234,138150234,+,0.850579808429119,69
Ybx1,NC_086023.1,138186155,138190155,-,0.861913412698413,46
Ppih,NC_086023.1,138207625,138211625,-,0.250791719745223,74
Ccdc30,NC_086023.1,138303465,138307465,-,0.260210398860399,86
Ppcs,NC_086023.1,138310047,138314047,-,0.232647673586256,120
